campaign_id,platform,campaign_objective,ad_placement,device_type,creative_format,retargeting_flag,quarter,impressions,clicks,conversions,ad_spend,revenue,profit,CTR,CPC,conversion_rate,CPA,ROAS,budget_action
CAMP_03501,Google Ads,Lead Generation,Display Network,Mobile,Video,True,3,98778,3622,207,5433.0,87249.58,81816.58,3.667,1.5,5.715,26.25,16.06,Increase Budget
CAMP_03850,Google Ads,Brand Awareness,Feed,Tablet,Video,True,4,40643,1161,175,4411.8,86159.31,81747.51,2.857,3.8,15.073,25.21,19.53,Increase Budget
CAMP_02731,Google Ads,Conversions,Stories,Desktop,Video,True,4,98490,2410,259,9447.2,91136.19,81688.99,2.447,3.92,10.747,36.48,9.65,Increase Budget
CAMP_05182,Google Ads,Conversions,Stories,Desktop,Video,False,1,127982,2367,404,7645.41,89327.2,81681.79,1.849,3.23,17.068,18.92,11.68,Increase Budget
CAMP_02995,Facebook,Brand Awareness,Stories,Desktop,Video,False,3,110787,4990,621,5039.9,86432.99,81393.09,4.504,1.01,12.445,8.12,17.15,Increase Budget
CAMP_00537,Facebook,Conversions,Feed,Desktop,Video,True,2,99554,7351,622,8527.16,89908.21,81381.05,7.384,1.16,8.461,13.71,10.54,Increase Budget
CAMP_03040,Twitter,Lead Generation,In-Stream Video,Desktop,Story,True,3,93181,3484,107,3274.96,84639.0,81364.04,3.739,0.94,3.071,30.61,25.84,Increase Budget
CAMP_08864,Google Ads,Conversions,Feed,Desktop,Image,False,2,38564,1229,152,5800.88,87059.89,81259.01,3.187,4.72,12.368,38.16,15.01,Increase Budget
CAMP_06766,Google Ads,App Installs,Feed,Desktop,Video,False,2,144948,7143,296,18786.09,99506.47,80720.38,4.928,2.63,4.144,63.47,5.3,Increase Budget
CAMP_01016,Instagram,App Installs,Feed,Mobile,Carousel,False,2,246452,7193,214,13307.05,93845.84,80538.79,2.919,1.85,2.975,62.18,7.05,Increase Budget
CAMP_03972,Facebook,Lead Generation,Stories,Desktop,Story,False,3,175007,4739,194,10473.19,90928.53,80455.34,2.708,2.21,4.094,53.99,8.68,Increase Budget
CAMP_03771,LinkedIn,Lead Generation,Feed,Mobile,Image,True,1,81969,2647,267,15273.19,95727.72,80454.53,3.229,5.77,10.087,57.2,6.27,Increase Budget
CAMP_05346,Twitter,Lead Generation,Feed,Mobile,Video,False,2,176442,5062,146,5568.2,85961.55,80393.35,2.869,1.1,2.884,38.14,15.44,Increase Budget
CAMP_04705,Twitter,Lead Generation,Search,Desktop,Image,False,3,334621,8669,319,20112.08,100464.55,80352.47,2.591,2.32,3.68,63.05,5.0,Increase Budget
CAMP_00197,TikTok,Conversions,Stories,Mobile,Video,False,3,111725,4725,145,7938.0,88098.82,80160.82,4.229,1.68,3.069,54.74,11.1,Increase Budget
CAMP_05808,Twitter,Engagement,Feed,Mobile,Video,True,4,35214,2817,328,4873.41,84934.87,80061.46,8.0,1.73,11.644,14.86,17.43,Increase Budget
CAMP_01470,Twitter,Conversions,Stories,Desktop,Image,False,4,32366,1096,96,1830.32,81666.19,79835.87,3.386,1.67,8.759,19.07,44.62,Increase Budget
CAMP_01760,Facebook,Lead Generation,Stories,Mobile,Image,False,1,122359,2118,68,4998.48,84807.77,79809.29,1.731,2.36,3.211,73.51,16.97,Increase Budget
CAMP_05611,LinkedIn,Brand Awareness,Feed,Desktop,Video,False,4,32787,1896,165,11281.2,90880.61,79599.41,5.783,5.95,8.703,68.37,8.06,Increase Budget
CAMP_01290,TikTok,Brand Awareness,Feed,Desktop,Video,False,1,93027,7442,224,5953.6,85433.13,79479.53,8.0,0.8,3.01,26.58,14.35,Increase Budget
CAMP_00355,Facebook,Brand Awareness,In-Stream Video,Mobile,Image,True,4,198167,5051,111,3434.68,82622.73,79188.05,2.549,0.68,2.198,30.94,24.06,Increase Budget
CAMP_04763,Google Ads,Conversions,Feed,Desktop,Image,True,4,130732,1607,213,4997.77,84076.26,79078.49,1.229,3.11,13.255,23.46,16.82,Increase Budget
CAMP_08287,Google Ads,Lead Generation,Search,Mobile,Image,False,4,342859,6876,144,12376.8,91322.87,78946.07,2.005,1.8,2.094,85.95,7.38,Increase Budget
CAMP_05130,Facebook,App Installs,Feed,Desktop,Image,False,4,64362,5148,209,8494.2,87138.91,78644.71,7.999,1.65,4.06,40.64,10.26,Increase Budget
CAMP_02593,Facebook,Conversions,Stories,Tablet,Video,False,3,28162,1181,86,2043.13,80512.69,78469.56,4.194,1.73,7.282,23.76,39.41,Increase Budget
CAMP_01764,Google Ads,Lead Generation,Stories,Tablet,Carousel,False,4,36516,1566,92,3038.04,81501.69,78463.65,4.289,1.94,5.875,33.02,26.83,Increase Budget
CAMP_00574,Facebook,Conversions,Search,Desktop,Carousel,False,1,59497,2462,252,7632.2,85756.45,78124.25,4.138,3.1,10.236,30.29,11.24,Increase Budget
CAMP_01729,Google Ads,Conversions,Search,Tablet,Video,True,4,23336,1168,250,7638.72,85736.51,78097.79,5.005,6.54,21.404,30.55,11.22,Increase Budget
CAMP_02687,LinkedIn,Brand Awareness,Stories,Desktop,Image,True,3,24204,807,76,5318.13,83407.89,78089.76,3.334,6.59,9.418,69.98,15.68,Increase Budget
CAMP_05141,TikTok,Conversions,Feed,Desktop,Interactive,False,3,103517,4946,238,6924.4,84863.82,77939.42,4.778,1.4,4.812,29.09,12.26,Increase Budget
CAMP_09895,Google Ads,Conversions,Feed,Mobile,Carousel,False,4,49717,2569,182,8400.63,86275.07,77874.44,5.167,3.27,7.084,46.16,10.27,Increase Budget
CAMP_06038,TikTok,App Installs,Feed,Desktop,Image,False,4,207340,14724,680,11779.2,89574.86,77795.66,7.101,0.8,4.618,17.32,7.6,Increase Budget
CAMP_04654,LinkedIn,Conversions,Search,Desktop,Interactive,True,4,169257,3209,381,33469.87,111084.07,77614.2,1.896,10.43,11.873,87.85,3.32,Increase Budget
CAMP_04076,LinkedIn,Conversions,Feed,Desktop,Image,False,2,58457,921,176,5139.18,82713.59,77574.41,1.576,5.58,19.11,29.2,16.09,Increase Budget
CAMP_00985,Google Ads,Conversions,In-Stream Video,Desktop,Video,True,2,15469,787,94,5068.28,82625.36,77557.08,5.088,6.44,11.944,53.92,16.3,Increase Budget
CAMP_05772,Google Ads,Conversions,In-Stream Video,Tablet,Video,True,3,75216,1225,194,6137.25,83597.38,77460.13,1.629,5.01,15.837,31.64,13.62,Increase Budget
CAMP_05924,Facebook,Conversions,Feed,Desktop,Image,False,3,125262,5018,281,12193.74,89598.94,77405.2,4.006,2.43,5.6,43.39,7.35,Increase Budget
CAMP_05325,Google Ads,Brand Awareness,Search,Mobile,Image,True,4,31774,1207,245,4996.98,82373.47,77376.49,3.799,4.14,20.298,20.4,16.48,Increase Budget
CAMP_07883,Facebook,Lead Generation,In-Stream Video,Mobile,Video,False,1,18365,1469,105,2335.71,79652.86,77317.15,7.999,1.59,7.148,22.24,34.1,Increase Budget
CAMP_05080,Facebook,Lead Generation,Search,Desktop,Image,False,4,28770,1280,161,883.2,78033.78,77150.58,4.449,0.69,12.578,5.49,88.35,Increase Budget
CAMP_08812,Instagram,Lead Generation,Feed,Mobile,Image,True,1,500000,10969,410,33674.83,110760.17,77085.34,2.194,3.07,3.738,82.13,3.29,Increase Budget
CAMP_08867,Google Ads,Lead Generation,Stories,Tablet,Video,False,4,380575,6250,504,20000.0,96982.92,76982.92,1.642,3.2,8.064,39.68,4.85,Increase Budget
CAMP_06349,LinkedIn,Conversions,In-Stream Video,Desktop,Interactive,True,2,17726,1082,270,4998.84,81665.6,76666.76,6.104,4.62,24.954,18.51,16.34,Increase Budget
CAMP_00233,Twitter,Conversions,Display Network,Mobile,Video,True,4,64013,3480,224,4489.2,80902.81,76413.61,5.436,1.29,6.437,20.04,18.02,Increase Budget
CAMP_07754,Facebook,Lead Generation,In-Stream Video,Mobile,Video,False,1,146548,7675,194,7137.75,83481.01,76343.26,5.237,0.93,2.528,36.79,11.7,Increase Budget
CAMP_04337,LinkedIn,Conversions,Feed,Desktop,Image,False,1,57911,2343,251,12535.05,88701.21,76166.16,4.046,5.35,10.713,49.94,7.08,Increase Budget
CAMP_05676,TikTok,Brand Awareness,Display Network,Desktop,Image,False,1,175466,3795,158,4098.6,80184.85,76086.25,2.163,1.08,4.163,25.94,19.56,Increase Budget
CAMP_03367,Google Ads,Lead Generation,Feed,Desktop,Video,True,1,56448,1624,221,8850.8,84866.45,76015.65,2.877,5.45,13.608,40.05,9.59,Increase Budget
CAMP_06738,Facebook,Brand Awareness,Search,Desktop,Carousel,False,1,412419,17411,381,27335.27,103023.78,75688.51,4.222,1.57,2.188,71.75,3.77,Increase Budget
CAMP_02365,LinkedIn,Conversions,Search,Desktop,Text,False,3,65114,1576,394,11898.8,87488.86,75590.06,2.42,7.55,25.0,30.2,7.35,Increase Budget
CAMP_02432,Google Ads,Conversions,Stories,Mobile,Video,False,4,59041,3040,247,18452.8,93970.73,75517.93,5.149,6.07,8.125,74.71,5.09,Increase Budget
CAMP_07752,Google Ads,Conversions,Feed,Desktop,Video,False,3,115907,1572,249,4998.96,80218.97,75220.01,1.356,3.18,15.84,20.08,16.05,Increase Budget
CAMP_00444,Instagram,Lead Generation,Search,Desktop,Image,True,2,37442,1259,130,1875.91,77079.15,75203.24,3.363,1.49,10.326,14.43,41.09,Increase Budget
CAMP_09458,Google Ads,App Installs,In-Stream Video,Desktop,Video,True,1,45353,2119,169,4979.65,80000.7,75021.05,4.672,2.35,7.975,29.47,16.07,Increase Budget
CAMP_06594,Facebook,App Installs,Search,Desktop,Image,False,4,117697,2132,213,2195.96,77203.16,75007.2,1.811,1.03,9.991,10.31,35.16,Increase Budget
CAMP_04026,Facebook,Conversions,Stories,Desktop,Image,False,3,282649,5906,163,8622.76,83385.31,74762.55,2.09,1.46,2.76,52.9,9.67,Increase Budget
CAMP_06244,Google Ads,Conversions,Display Network,Mobile,Carousel,True,4,229442,5361,468,19996.53,94737.14,74740.61,2.337,3.73,8.73,42.73,4.74,Increase Budget
CAMP_01480,Twitter,Lead Generation,Feed,Tablet,Carousel,False,4,132039,5404,118,5404.0,80031.9,74627.9,4.093,1.0,2.184,45.8,14.81,Increase Budget
CAMP_09604,TikTok,Brand Awareness,Feed,Desktop,Video,True,4,40763,3261,255,6522.0,80999.53,74477.53,8.0,2.0,7.82,25.58,12.42,Increase Budget
CAMP_07000,Google Ads,Conversions,Feed,Desktop,Video,False,2,22352,1788,177,14697.36,89064.12,74366.76,7.999,8.22,9.899,83.04,6.06,Increase Budget
CAMP_05812,Google Ads,Engagement,In-Stream Video,Desktop,Interactive,False,2,37553,2141,168,4710.2,78940.74,74230.54,5.701,2.2,7.847,28.04,16.76,Increase Budget
CAMP_09879,Facebook,Conversions,Stories,Mobile,Text,False,1,344093,7923,150,11171.43,85211.73,74040.3,2.303,1.41,1.893,74.48,7.63,Increase Budget
CAMP_00783,Twitter,Lead Generation,Feed,Desktop,Carousel,False,3,83852,2253,248,3694.92,77691.68,73996.76,2.687,1.64,11.008,14.9,21.03,Increase Budget
CAMP_05098,LinkedIn,Lead Generation,In-Stream Video,Desktop,Interactive,False,4,13033,416,104,2604.16,76551.94,73947.78,3.192,6.26,25.0,25.04,29.4,Increase Budget
CAMP_09881,Instagram,Lead Generation,Search,Desktop,Image,False,1,500000,4866,411,6423.12,80080.97,73657.85,0.973,1.32,8.446,15.63,12.47,Increase Budget
CAMP_07598,Google Ads,Brand Awareness,Display Network,Desktop,Video,False,1,29292,837,53,4996.89,78338.42,73341.53,2.857,5.97,6.332,94.28,15.68,Increase Budget
CAMP_00154,Google Ads,Lead Generation,Search,Desktop,Image,False,1,87002,1366,206,11392.44,84558.06,73165.62,1.57,8.34,15.081,55.3,7.42,Increase Budget
CAMP_08572,Facebook,Lead Generation,Search,Desktop,Video,True,3,127374,1422,140,4664.16,77780.15,73115.99,1.116,3.28,9.845,33.32,16.68,Increase Budget
CAMP_02674,Google Ads,Brand Awareness,Search,Desktop,Image,False,4,15970,1109,105,2561.79,75621.22,73059.43,6.944,2.31,9.468,24.4,29.52,Increase Budget
CAMP_02349,Google Ads,Conversions,Feed,Mobile,Carousel,False,2,224325,6317,211,14718.61,87679.53,72960.92,2.816,2.33,3.34,69.76,5.96,Increase Budget
CAMP_05588,Facebook,Lead Generation,Feed,Mobile,Video,False,4,163982,7741,169,7818.41,80629.48,72811.07,4.721,1.01,2.183,46.26,10.31,Increase Budget
CAMP_03607,Facebook,Conversions,Sidebar,Mobile,Carousel,False,4,219367,5135,249,6110.65,78317.23,72206.58,2.341,1.19,4.849,24.54,12.82,Increase Budget
CAMP_00778,TikTok,Conversions,Stories,Mobile,Image,False,4,184695,4196,95,6042.24,78229.71,72187.47,2.272,1.44,2.264,63.6,12.95,Increase Budget
CAMP_07266,Google Ads,Brand Awareness,Feed,Desktop,Text,True,1,178624,2526,178,6820.2,78969.56,72149.36,1.414,2.7,7.047,38.32,11.58,Increase Budget
CAMP_05171,Google Ads,Lead Generation,Feed,Desktop,Interactive,False,1,40866,711,105,2900.88,75036.28,72135.4,1.74,4.08,14.768,27.63,25.87,Increase Budget
CAMP_08558,LinkedIn,Conversions,Stories,Desktop,Carousel,True,1,28736,980,161,8447.6,80272.02,71824.42,3.41,8.62,16.429,52.47,9.5,Increase Budget
CAMP_01220,Facebook,Lead Generation,In-Stream Video,Desktop,Video,False,4,110868,2693,122,5682.23,77256.88,71574.65,2.429,2.11,4.53,46.58,13.6,Increase Budget
CAMP_01438,Instagram,Conversions,Display Network,Desktop,Video,False,2,28754,1220,177,1268.8,72804.61,71535.81,4.243,1.04,14.508,7.17,57.38,Increase Budget
CAMP_04710,Google Ads,Conversions,Display Network,Desktop,Video,False,3,166778,4648,180,13758.08,85209.72,71451.64,2.787,2.96,3.873,76.43,6.19,Increase Budget
CAMP_03003,Instagram,Lead Generation,Feed,Tablet,Carousel,True,3,45944,1051,71,2259.65,73511.38,71251.73,2.288,2.15,6.755,31.83,32.53,Increase Budget
CAMP_02111,Google Ads,Brand Awareness,Stories,Desktop,Carousel,True,3,17371,759,64,4007.52,75025.92,71018.4,4.369,5.28,8.432,62.62,18.72,Increase Budget
CAMP_01884,Google Ads,Conversions,Search,Tablet,Image,False,3,175978,2373,180,13834.59,84696.16,70861.57,1.348,5.83,7.585,76.86,6.12,Increase Budget
CAMP_06744,Twitter,App Installs,Search,Desktop,Carousel,False,4,30583,2446,377,3522.24,74372.78,70850.54,7.998,1.44,15.413,9.34,21.12,Increase Budget
CAMP_07078,Facebook,Conversions,Feed,Mobile,Interactive,True,4,38469,2544,69,3510.72,74092.04,70581.32,6.613,1.38,2.712,50.88,21.1,Increase Budget
CAMP_06578,Twitter,Lead Generation,Feed,Mobile,Video,True,4,64522,3267,91,4998.51,75457.56,70459.05,5.063,1.53,2.785,54.93,15.1,Increase Budget
CAMP_09265,Twitter,Conversions,Feed,Mobile,Story,True,4,244976,6689,303,5886.32,76307.77,70421.45,2.73,0.88,4.53,19.43,12.96,Increase Budget
CAMP_02625,Facebook,Lead Generation,Feed,Tablet,Carousel,False,4,162004,6844,246,12113.88,82505.47,70391.59,4.225,1.77,3.594,49.24,6.81,Increase Budget
CAMP_08392,Instagram,Brand Awareness,Feed,Desktop,Video,False,4,35071,1784,101,3550.16,73842.98,70292.82,5.087,1.99,5.661,35.15,20.8,Increase Budget
CAMP_00662,Google Ads,Engagement,Stories,Desktop,Video,False,1,93052,1366,194,4999.56,75286.32,70286.76,1.468,3.66,14.202,25.77,15.06,Increase Budget
CAMP_06152,LinkedIn,Lead Generation,Stories,Desktop,Video,True,4,13523,1081,270,4302.38,74570.84,70268.46,7.994,3.98,24.977,15.93,17.33,Increase Budget
CAMP_07457,Instagram,Conversions,Stories,Desktop,Video,False,2,87854,3593,327,14084.56,84321.48,70236.92,4.09,3.92,9.101,43.07,5.99,Increase Budget
CAMP_04041,Google Ads,App Installs,Stories,Mobile,Carousel,True,4,55534,4285,314,13754.85,83876.3,70121.45,7.716,3.21,7.328,43.81,6.1,Increase Budget
CAMP_09523,Facebook,Engagement,Display Network,Tablet,Video,False,2,500000,6695,518,12988.3,83040.58,70052.28,1.339,1.94,7.737,25.07,6.39,Increase Budget
CAMP_02923,Facebook,Conversions,Feed,Mobile,Interactive,False,2,155275,1921,80,4418.3,74444.56,70026.26,1.237,2.3,4.164,55.23,16.85,Increase Budget
CAMP_05430,Google Ads,Conversions,Search,Desktop,Video,False,3,22779,1185,119,3543.15,73507.64,69964.49,5.202,2.99,10.042,29.77,20.75,Increase Budget
CAMP_08132,Facebook,Conversions,Feed,Desktop,Video,False,4,14692,490,45,730.1,70353.3,69623.2,3.335,1.49,9.184,16.22,96.36,Increase Budget
CAMP_03425,Twitter,Conversions,Display Network,Desktop,Story,False,4,105677,2930,447,4277.8,73780.21,69502.41,2.773,1.46,15.256,9.57,17.25,Increase Budget
CAMP_03451,TikTok,Lead Generation,Feed,Mobile,Story,True,2,300247,5555,163,4999.5,74403.09,69403.59,1.85,0.9,2.934,30.67,14.88,Increase Budget
CAMP_06791,LinkedIn,Conversions,Search,Desktop,Story,False,4,45757,3246,361,19995.36,89366.6,69371.24,7.094,6.16,11.121,55.39,4.47,Increase Budget
CAMP_06222,Facebook,Conversions,Stories,Mobile,Video,False,2,37923,1489,136,2248.39,71461.09,69212.7,3.926,1.51,9.134,16.53,31.78,Increase Budget
CAMP_06453,Google Ads,Lead Generation,In-Stream Video,Desktop,Interactive,False,1,234335,5215,353,17939.6,86981.77,69042.17,2.225,3.44,6.769,50.82,4.85,Increase Budget
CAMP_09630,LinkedIn,Lead Generation,In-Stream Video,Desktop,Image,False,1,34146,832,78,6547.84,75556.2,69008.36,2.437,7.87,9.375,83.95,11.54,Increase Budget
CAMP_07039,Instagram,Lead Generation,Feed,Desktop,Video,True,1,37219,1805,110,2779.7,71574.5,68794.8,4.85,1.54,6.094,25.27,25.75,Increase Budget
CAMP_09279,Google Ads,Brand Awareness,Search,Tablet,Carousel,False,2,325673,10344,182,17791.68,86569.84,68778.16,3.176,1.72,1.759,97.76,4.87,Increase Budget
CAMP_00151,Twitter,App Installs,Feed,Desktop,Video,False,1,46278,3243,151,5999.55,74654.44,68654.89,7.008,1.85,4.656,39.73,12.44,Increase Budget
CAMP_08570,Facebook,Lead Generation,Feed,Mobile,Video,False,1,149602,2498,79,2473.02,71112.38,68639.36,1.67,0.99,3.163,31.3,28.76,Increase Budget
CAMP_09241,LinkedIn,Lead Generation,Stories,Desktop,Carousel,False,3,62828,1587,169,7458.9,76080.99,68622.09,2.526,4.7,10.649,44.14,10.2,Increase Budget
CAMP_04812,Facebook,App Installs,Search,Mobile,Video,True,4,92393,2933,88,5866.0,74445.05,68579.05,3.174,2.0,3.0,66.66,12.69,Increase Budget
CAMP_08028,TikTok,Lead Generation,Feed,Desktop,Carousel,False,1,214858,15676,267,19595.0,87883.91,68288.91,7.296,1.25,1.703,73.39,4.49,Increase Budget
CAMP_01755,Facebook,Engagement,Stories,Desktop,Carousel,True,3,85998,3299,153,2738.17,70939.15,68200.98,3.836,0.83,4.638,17.9,25.91,Increase Budget
CAMP_07324,Google Ads,Conversions,Feed,Mobile,Carousel,False,4,16790,1135,283,8126.6,76326.44,68199.84,6.76,7.16,24.934,28.72,9.39,Increase Budget
CAMP_05801,Facebook,Lead Generation,Display Network,Mobile,Video,True,2,191914,3521,104,9541.91,77717.67,68175.76,1.835,2.71,2.954,91.75,8.14,Increase Budget
CAMP_01412,Facebook,Brand Awareness,Feed,Desktop,Carousel,False,1,48768,1097,120,1557.74,69613.91,68056.17,2.249,1.42,10.939,12.98,44.69,Increase Budget
CAMP_07532,Facebook,Brand Awareness,Search,Desktop,Video,False,3,74686,3593,231,7868.67,75750.09,67881.42,4.811,2.19,6.429,34.06,9.63,Increase Budget
CAMP_04346,Google Ads,Lead Generation,Stories,Desktop,Image,False,1,304020,7901,525,11693.48,79554.55,67861.07,2.599,1.48,6.645,22.27,6.8,Increase Budget
CAMP_06121,Twitter,Brand Awareness,Search,Desktop,Video,False,2,27474,1179,68,1214.37,69058.1,67843.73,4.291,1.03,5.768,17.86,56.87,Increase Budget
CAMP_01846,Google Ads,Lead Generation,Display Network,Desktop,Interactive,False,1,12523,640,38,1945.6,69728.91,67783.31,5.111,3.04,5.938,51.2,35.84,Increase Budget
CAMP_01564,Facebook,Lead Generation,Feed,Mobile,Video,True,2,85001,3132,69,2787.48,70502.94,67715.46,3.685,0.89,2.203,40.4,25.29,Increase Budget
CAMP_06957,Google Ads,Lead Generation,Stories,Mobile,Story,False,2,41769,1698,119,4754.4,72416.97,67662.57,4.065,2.8,7.008,39.95,15.23,Increase Budget
CAMP_03102,Facebook,Conversions,Feed,Desktop,Carousel,True,2,65083,970,123,1697.5,69336.19,67638.69,1.49,1.75,12.68,13.8,40.85,Increase Budget
CAMP_00777,Facebook,Lead Generation,Stories,Desktop,Video,False,4,19781,1387,346,3800.38,71285.63,67485.25,7.012,2.74,24.946,10.98,18.76,Increase Budget
CAMP_07067,Facebook,Brand Awareness,Search,Desktop,Image,True,2,228725,3906,107,6132.42,73616.1,67483.68,1.708,1.57,2.739,57.31,12.0,Increase Budget
CAMP_08019,Facebook,Lead Generation,In-Stream Video,Desktop,Video,True,2,11110,614,119,1099.06,68494.87,67395.81,5.527,1.79,19.381,9.24,62.32,Increase Budget
CAMP_08504,Facebook,Engagement,In-Stream Video,Mobile,Video,False,1,322415,6043,179,3686.23,71069.5,67383.27,1.874,0.61,2.962,20.59,19.28,Increase Budget
CAMP_09393,Google Ads,Lead Generation,Feed,Desktop,Text,False,4,15341,435,103,2070.6,69440.29,67369.69,2.836,4.76,23.678,20.1,33.54,Increase Budget
CAMP_04637,Google Ads,Lead Generation,Feed,Desktop,Video,False,3,108705,1963,165,12209.86,79404.0,67194.14,1.806,6.22,8.406,74.0,6.5,Increase Budget
CAMP_05485,TikTok,Conversions,Feed,Desktop,Image,False,1,60128,2237,140,3579.2,70622.62,67043.42,3.72,1.6,6.258,25.57,19.73,Increase Budget
CAMP_03339,Facebook,Conversions,Stories,Mobile,Image,False,1,214626,4413,150,2691.93,69344.21,66652.28,2.056,0.61,3.399,17.95,25.76,Increase Budget
CAMP_01567,Google Ads,Conversions,Search,Desktop,Text,True,2,39991,744,135,4999.68,71380.32,66380.64,1.86,6.72,18.145,37.03,14.28,Increase Budget
CAMP_09448,Facebook,Conversions,In-Stream Video,Desktop,Video,True,2,42835,1484,371,2329.88,68699.82,66369.94,3.464,1.57,25.0,6.28,29.49,Increase Budget
CAMP_03538,TikTok,Lead Generation,Sidebar,Desktop,Video,True,3,73823,1429,99,2386.43,68652.5,66266.07,1.936,1.67,6.928,24.11,28.77,Increase Budget
CAMP_00624,Twitter,Lead Generation,Search,Desktop,Carousel,False,1,55227,1884,292,2788.32,69036.8,66248.48,3.411,1.48,15.499,9.55,24.76,Increase Budget
CAMP_06115,Twitter,Lead Generation,Feed,Desktop,Story,False,1,89827,3305,243,2776.2,68959.58,66183.38,3.679,0.84,7.352,11.42,24.84,Increase Budget
CAMP_03090,Facebook,Lead Generation,Stories,Mobile,Video,True,4,31433,2514,252,2664.84,68826.49,66161.65,7.998,1.06,10.024,10.57,25.83,Increase Budget
CAMP_09605,Instagram,Conversions,Display Network,Desktop,Carousel,False,1,43491,2282,241,3240.44,69397.35,66156.91,5.247,1.42,10.561,13.45,21.42,Increase Budget
CAMP_02655,Google Ads,Conversions,Search,Desktop,Image,True,3,67847,888,222,4999.44,70769.5,65770.06,1.309,5.63,25.0,22.52,14.16,Increase Budget
CAMP_06794,TikTok,Lead Generation,Search,Desktop,Image,False,1,34251,1186,91,2087.36,67815.33,65727.97,3.463,1.76,7.673,22.94,32.49,Increase Budget
CAMP_08144,Facebook,Lead Generation,Feed,Desktop,Carousel,True,1,120347,3668,175,6088.88,71655.24,65566.36,3.048,1.66,4.771,34.79,11.77,Increase Budget
CAMP_09016,Google Ads,Brand Awareness,Feed,Mobile,Carousel,False,2,37249,2274,83,3934.02,69482.08,65548.06,6.105,1.73,3.65,47.4,17.66,Increase Budget
CAMP_08167,Instagram,Brand Awareness,Search,Desktop,Carousel,False,4,152832,5985,170,16099.65,81607.17,65507.52,3.916,2.69,2.84,94.7,5.07,Increase Budget
CAMP_04741,Twitter,Conversions,Feed,Mobile,Carousel,False,3,33225,1814,44,1904.7,67388.24,65483.54,5.46,1.05,2.426,43.29,35.38,Increase Budget
CAMP_06918,Facebook,App Installs,Feed,Mobile,Text,True,1,132829,1760,121,5984.0,71452.64,65468.64,1.325,3.4,6.875,49.45,11.94,Increase Budget
CAMP_06860,Google Ads,Conversions,Search,Desktop,Image,True,1,30324,513,83,1677.51,67038.47,65360.96,1.692,3.27,16.179,20.21,39.96,Increase Budget
CAMP_04201,Facebook,Conversions,Display Network,Desktop,Image,False,4,25938,1321,132,2853.36,67996.75,65143.39,5.093,2.16,9.992,21.62,23.83,Increase Budget
CAMP_06207,Instagram,Lead Generation,Search,Desktop,Story,False,4,43333,811,48,1119.18,66251.28,65132.1,1.872,1.38,5.919,23.32,59.2,Increase Budget
CAMP_02389,Instagram,Conversions,In-Stream Video,Tablet,Video,True,1,384638,10193,327,26909.52,91994.3,65084.78,2.65,2.64,3.208,82.29,3.42,Increase Budget
CAMP_08057,Twitter,Lead Generation,Search,Desktop,Image,False,4,80477,3553,261,4618.9,69621.73,65002.83,4.415,1.3,7.346,17.7,15.07,Increase Budget
CAMP_06554,Instagram,Brand Awareness,Feed,Desktop,Carousel,True,3,152165,3104,156,6673.6,71585.11,64911.51,2.04,2.15,5.026,42.78,10.73,Increase Budget
CAMP_04345,Instagram,Conversions,Search,Mobile,Video,True,3,15929,938,178,2626.4,67510.6,64884.2,5.889,2.8,18.977,14.76,25.7,Increase Budget
CAMP_09275,Facebook,Conversions,Feed,Desktop,Video,True,4,19508,1470,175,911.4,65794.1,64882.7,7.535,0.62,11.905,5.21,72.19,Increase Budget
CAMP_02534,Facebook,Brand Awareness,Search,Tablet,Story,False,3,173909,5274,145,7963.74,72839.37,64875.63,3.033,1.51,2.749,54.92,9.15,Increase Budget
CAMP_01192,Google Ads,Conversions,Stories,Desktop,Image,False,1,121292,1077,60,4997.28,69858.65,64861.37,0.888,4.64,5.571,83.29,13.98,Increase Budget
CAMP_06804,TikTok,Lead Generation,Stories,Desktop,Image,False,1,194228,3328,96,2429.44,67114.6,64685.16,1.713,0.73,2.885,25.31,27.63,Increase Budget
CAMP_03301,Facebook,Lead Generation,Feed,Desktop,Video,False,1,48037,1389,141,4625.37,69303.68,64678.31,2.892,3.33,10.151,32.8,14.98,Increase Budget
CAMP_03947,Google Ads,Conversions,Search,Desktop,Video,True,1,19726,1578,216,2193.42,66852.9,64659.48,8.0,1.39,13.688,10.15,30.48,Increase Budget
CAMP_06639,Facebook,Brand Awareness,Stories,Mobile,Image,True,1,93746,4309,108,10255.42,74834.36,64578.94,4.596,2.38,2.506,94.96,7.3,Increase Budget
CAMP_09063,Twitter,Conversions,Stories,Desktop,Text,False,1,67109,783,77,1338.93,65870.53,64531.6,1.167,1.71,9.834,17.39,49.2,Increase Budget
CAMP_06708,Instagram,Lead Generation,Feed,Desktop,Image,True,2,26758,582,114,983.58,65442.78,64459.2,2.175,1.69,19.588,8.63,66.54,Increase Budget
CAMP_01452,LinkedIn,Conversions,Search,Tablet,Interactive,True,4,32055,939,88,6432.15,70488.99,64056.84,2.929,6.85,9.372,73.09,10.96,Increase Budget
CAMP_04275,Google Ads,Conversions,Stories,Mobile,Text,False,4,36664,1048,262,4998.96,68937.74,63938.78,2.858,4.77,25.0,19.08,13.79,Increase Budget
CAMP_06386,Google Ads,Conversions,Feed,Desktop,Image,False,1,65898,1292,128,4082.72,67975.84,63893.12,1.961,3.16,9.907,31.9,16.65,Increase Budget
